3.501764687743777 2.2637641053246964e-27
3.7825128315459535 2.1891029872945204e-27
4.1694297432683864 2.2147351302881097e-27
4.709068599984382 2.2947094992705173e-27
5.222461054227969 2.321532535302523e-27
5.898669487678686 2.3206197132183684e-27
6.501436445173234 2.5223944991339115e-27
7.7559648915849735 2.741012561447163e-27
8.866830631841916 2.908602295649686e-27
10.772754278478025 3.1605068660485842e-27
12.314737896400615 3.560338156507818e-27
13.993095839880704 3.778097011755763e-27
16.591126835169593 4.255556653951726e-27
18.851714563513568 4.625116865117866e-27
22.488312767284043 5.209516791689427e-27
26.023378158146063 5.6615866266393995e-27
30.480648197262248 6.531651209404118e-27
34.84521215410678 7.098731985599977e-27
41.8202130698813 8.091689510908529e-27
47.2262118631738 9.336310306966101e-27
54.317420384498114 1.0268730850396145e-26
63.23374268598611 1.1989536056708178e-26
72.28144247712767 1.399953481491844e-26
85.70024308581732 1.5958391492456032e-26
96.77698586399633 1.863448615295121e-26
111.99167071871014 2.0010866623905026e-26
124.93411492599886 2.3648495821660767e-26
149.02755151792397 2.76092729394756e-26
169.322320078998 3.147677714506905e-26
194.73756725394588 3.5884629672985224e-26
228.08852363075997 4.1897251720378376e-26
263.93059592177 4.7195758137815806e-26
307.23604222429327 5.780395165096936e-26
344.8296438107225 6.913195730138163e-26
391.7889996000075 7.88159549999128e-26
450.5822754666992 9.20273315202202e-26
534.1977065973267 1.1004271434468766e-25
610.6421442180357 1.2696390818232392e-25
706.5546371246444 1.5002604764849386e-25
793.0465466223735 1.731056630628138e-25
900.9738025688575 2.09511448181357e-25
1048.8376062465372 2.5054044445583497e-25
1184.418331869669 2.890772478023869e-25
1353.8889505407408 3.375399161126042e-25
1538.2149377329736 3.941349110437377e-25
1779.7356728416632 4.827341319682513e-25
2046.744856200075 5.772915111187525e-25
2339.7105135188403 6.503238504379052e-25
2674.400138465026 7.777237942062655e-25
3056.82199697876 9.64046110688668e-25
3452.0243595296247 1.0991112063852108e-24
3969.9227301903 1.3144037829573014e-24
4510.197280800026 1.5908355347248911e-24
5155.207309310205 1.9485226800302426e-24
5856.973826424288 2.3025945405387426e-24
6735.256781141198 2.8885081025506337e-24
7605.787648072117 3.3728878167397106e-24
8588.564273072561 4.033802963781852e-24
9523.259356946659 4.6545357262825405e-24
